request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"b18bbf63-6af5-44ac-96c4-2c15ca5c9475",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,874074528330700,874074531182500,874074531838900
"82271613-3d34-4b0b-aa54-51801fa99722",GET,/images/favicon.ico,,,200,image/x-icon,,,874074537448400,874074548549400,874074549919200
"6c8bd066-10d6-4f45-b07d-79d3394d9d70",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"remember=false&password=&service=725&username=",,874074555822100,874074565307000,874075965094500
"271f23a6-f35d-4ef0-86da-4c17c1fc4d52",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,874075984208200,874075986061300,874075986716500
"680cbbfc-6000-4348-a8e6-929cacd5fc8e",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,874075991655800,874075997449000,874075998291000
"1264dbd2-ff2a-45c1-ae72-47adc2bf1771",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,874076003891500,874076005748400,874076006483100
"0461a9ff-7cab-456f-94fb-9b060dd45ca8",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,874076010921600,874076012670300,874076013296400
"bbed7fcf-01d7-4137-b993-275f94f61000",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,874076017351500,874076018975400,874076019539800
"fdbda41e-732f-44fb-998f-85044437688d",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,874076023731300,874076025498500,874076026294000
"34e50f0a-4082-423f-9123-8ad8d6ceef35",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,874076030805700,874076032670100,874076033300800
"f865ecde-d2d0-4d9c-9944-1eff840b475b",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,874076037445000,874076039574600,874076040334300
"836cfadb-f1a1-49b9-b08d-0f6755698a4b",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,874076045159700,874076047260600,874076047941200
"c9fa5219-62db-4458-8520-07fb35b17968",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,874076052628100,874076054424700,874076054976200
"794aa38d-245c-4a30-9662-2c648bc14e20",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,874076060207100,874076062034000,874076062950300
"d3fdd4ea-99a8-4e88-92d5-cc150b277e5d",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,874076067486300,874076069136600,874076069830400
"2a2b6cb6-b1a6-4b9a-a907-b4411bb16671",GET,/images/banner.png,,,200,image/png,,,874076077342600,874076079611900,874076080355900
"8aa8565d-0a85-4f20-b5c7-e2256d09bde5",GET,/images/logo.png,,,200,image/png,,,874076100801800,874076102592400,874076103205700
"d210a9d6-d063-436b-ae9c-75a128ec61ab",POST,"/anonymous/system/sign-in",,"id=&password=member1&remember=false&username=member1&version=",302,,,,874076110579800,874076122614700,874076123319600
"51e40d0b-a00b-445f-bcd1-7feb2b0b1de5",GET,/,,,302,,,,874076127190500,874076129392400,874076130929200
"97fc67ce-280e-472b-9f34-18bfdfef7af7",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=720,,874076135336400,874076138228700,874076318225500
"ae6a4402-66de-4851-a6a4-9d04a29aa355",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,874076329112100,874076331235600,874076331903100
"86fd4929-99ee-469f-9903-3bb29926839e",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,874076335753200,874076337703200,874076338517800
"be1c9766-f9a0-435b-a76e-83ee21d76cc9",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,874076343199400,874076344711200,874076345141400
"8833ed4a-b440-4643-bd58-b6fb4fc352dd",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,874076349202800,874076351094400,874076351762600
"f8cae21b-80dd-45d9-abde-d175f4f6ede0",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,874076356430700,874076358081400,874076358557100
"1e20407c-3144-4a38-919c-7680c9817a3f",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,874076362526400,874076364337400,874076364945600
"4d555301-f7f3-4028-aa6e-4c21ae765a1f",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,874076369044200,874076370962800,874076371684500
"c7a2fa51-df48-4441-9c0c-46775a45510a",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,874076375415000,874076376859600,874076377333700
"65606a04-6005-4352-8365-679f2568a4a4",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,874076381088000,874076383331000,874076384032100
"3f2636a0-8713-434d-8b7c-8ebadd24fbeb",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,874076387490100,874076388962100,874076389440200
"444e5d6b-b347-46b1-986d-1bfd46e99f36",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,874076392818700,874076394205200,874076394641700
"dc5ce1c0-594f-4263-87a3-dfdad789d70b",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,874076399815300,874076401997400,874076402812300
"afa3af2d-ba50-41ca-a7a0-91a89eb5eff2",GET,/images/banner.png,,,200,image/png,,,874076407387100,874076410368300,874076411017400
"96e8e978-2844-4904-b41d-56cc77e37e60",GET,/images/logo.png,,,200,image/png,,,874076429555500,874076431193600,874076431701500
"036e9313-0673-4285-b7b8-c1cbda651f03",GET,"/flight-crew-member/flight-assignment/completed-list",,,200,text/html;charset=utf-8,"duty%5B0%5D=CABIN_ATTENDANT&currentStatus%5B3%5D=CONFIRMED&version%5B1%5D=0&moment%5B1%5D=2024%2F12%2F01+00%3A00&draftMode%5B2%5D=false&id%5B1%5D=503&remarks%5B3%5D=1+of+4&moment%5B0%5D=2012%2F07%2F02+00%3A00&version%5B2%5D=0&currentStatus%5B2%5D=CONFIRMED&draftMode%5B1%5D=false&id%5B0%5D=470&duty%5B3%5D=PILOT&currentStatus%5B1%5D=CONFIRMED&duty%5B2%5D=COPILOT&remarks%5B2%5D=First+flight+of+day&version%5B3%5D=0&moment%5B3%5D=2024%2F12%2F01+00%3A00&draftMode%5B0%5D=true&id%5B3%5D=515&duty%5B1%5D=PILOT&currentStatus%5B0%5D=CONFIRMED&remarks%5B1%5D=Mid-December+assignment&moment%5B2%5D=2024%2F12%2F01+00%3A00&service=741&draftMode%5B3%5D=false&version%5B0%5D=0&id%5B2%5D=509",,874076436589500,874076461334500,874077345420200
"123c2ee8-cd68-4c20-9482-f1dbc9259711",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,874077423026000,874077424510800,874077424944700
"4ad5d4f8-b317-4a99-b947-fe3e7fa4e5c0",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,874077428704400,874077430124000,874077430979700
"81dfd7c0-37a8-4837-98f3-fd388ae96d27",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,874077434592500,874077436402900,874077436975700
"8f858a38-77de-4edb-9d2d-f991051a077b",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,874077440332600,874077441899500,874077442392100
"3608e3ca-89a3-493e-9b2c-e2d95e58be8c",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,874077445688700,874077447116000,874077447514100
"b290a746-d421-4099-a953-1a5afa74fe79",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,874077451111800,874077452664200,874077453141000
"3c143f16-ae62-41d3-81ea-9ab713f8cc4c",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,874077456316300,874077458061600,874077458547500
"8cfceeae-2edb-4a11-9b6f-4ca5bc0f6f21",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,874077462131000,874077463705500,874077464283800
"f465fcfb-57fd-42a7-ad35-9a95d6cf7b9f",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,874077467371100,874077468969000,874077469546400
"d8fce68a-a8f0-4595-831c-6d400aff1707",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,874077473168800,874077474736400,874077475247700
"c85ea991-58ed-463e-a68a-408ebbfa1deb",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,874077481983600,874077483527800,874077483916700
"c1373738-800b-45db-909b-cc36f70b9faa",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,874077487849700,874077489281600,874077489723100
"9990ea1c-2a46-4517-8dbd-1ef953ccd13b",GET,/images/banner.png,,,200,image/png,,,874077494011200,874077496176400,874077496954800
"c57a3dd2-4cd6-4214-a778-ee6b71eccc6c",GET,/images/logo.png,,,200,image/png,,,874077518505600,874077520083900,874077520480700
"567fa4bc-806b-44d5-825d-a8d481c86759",GET,"/libraries/datatables/1.10.18/config/i18n-en.json",,,200,application/json,"sProcessing=Processing...&sSearch=Search:&sLengthMenu=Show%20_MENU_%20items&sInfo=Showing%20data%20_START_%20-%20_END_%20out%20of%20_TOTAL_%20data&sInfoEmpty=No%20items%20found&sInfoFiltered=(filtered%20from%20_MAX_%20data)&sInfoPostFix=&sLoadingRecords=Loading...&sZeroRecords=No%20data&sEmptyTable=No%20data&oPaginate.sFirst=First&oPaginate.sPrevious=Previous&oPaginate.sNext=Next&oPaginate.sLast=Last",,874077524353700,874077525976400,874077541101700
"375b8fc5-25b1-4e33-a981-f6dfd275b723",GET,"/flight-crew-member/flight-assignment/show",id=470,,200,text/html;charset=utf-8,"flightCrewMember=LX000000&leg=385&legs=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22382%22%2C%22label%22%3A%22AAA1001%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22383%22%2C%22label%22%3A%22AAA1002%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22384%22%2C%22label%22%3A%22AAA2003%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22385%22%2C%22label%22%3A%22AAA3004%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22386%22%2C%22label%22%3A%22AAA4005%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22387%22%2C%22label%22%3A%22AAA1010%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22388%22%2C%22label%22%3A%22AAA2011%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22389%22%2C%22label%22%3A%22AAA3012%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22390%22%2C%22label%22%3A%22AAA4013%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22391%22%2C%22label%22%3A%22AAA1020%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22392%22%2C%22label%22%3A%22AAA2021%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22393%22%2C%22label%22%3A%22AAA3022%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22394%22%2C%22label%22%3A%22AAA4023%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22395%22%2C%22label%22%3A%22AAA1030%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22396%22%2C%22label%22%3A%22AAA2031%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22397%22%2C%22label%22%3A%22AAA3032%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22398%22%2C%22label%22%3A%22AAA4033%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22399%22%2C%22label%22%3A%22AAA1040%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22400%22%2C%22label%22%3A%22AAA2041%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22401%22%2C%22label%22%3A%22AAA3042%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22402%22%2C%22label%22%3A%22AAA4043%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22403%22%2C%22label%22%3A%22AAA9999%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22404%22%2C%22label%22%3A%22AAA1144%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22405%22%2C%22label%22%3A%22AAA1145%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22406%22%2C%22label%22%3A%22AAA1146%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22407%22%2C%22label%22%3A%22AAA1147%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22408%22%2C%22label%22%3A%22AAA1148%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22409%22%2C%22label%22%3A%22AAA1149%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22410%22%2C%22label%22%3A%22AAA1150%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22411%22%2C%22label%22%3A%22AAA1151%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22412%22%2C%22label%22%3A%22AAA1152%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22413%22%2C%22label%22%3A%22AAA1153%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22414%22%2C%22label%22%3A%22AAA1154%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22415%22%2C%22label%22%3A%22AAA1155%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22416%22%2C%22label%22%3A%22AAA1156%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22417%22%2C%22label%22%3A%22AAA1160%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22418%22%2C%22label%22%3A%22AAA1161%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22419%22%2C%22label%22%3A%22AAA1162%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22420%22%2C%22label%22%3A%22AAA1163%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22421%22%2C%22label%22%3A%22AAA1164%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22422%22%2C%22label%22%3A%22AAA1170%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22423%22%2C%22label%22%3A%22AAA1171%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22424%22%2C%22label%22%3A%22AAA1172%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22425%22%2C%22label%22%3A%22AAA1173%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22426%22%2C%22label%22%3A%22AAA1174%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22427%22%2C%22label%22%3A%22AAA1175%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22428%22%2C%22label%22%3A%22AAA1176%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22429%22%2C%22label%22%3A%22AAA1177%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22430%22%2C%22label%22%3A%22AAA1178%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22431%22%2C%22label%22%3A%22AAA1179%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22432%22%2C%22label%22%3A%22AAA1180%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&id=470&version=0&draftMode=true&moment=2012%2F07%2F02+00%3A00&isCompleted=true&currentStatus=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22CONFIRMED%22%2C%22label%22%3A%22CONFIRMED%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22PENDING%22%2C%22label%22%3A%22PENDING%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22CANCELLED%22%2C%22label%22%3A%22CANCELLED%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&service=731&duty=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22PILOT%22%2C%22label%22%3A%22PILOT%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22COPILOT%22%2C%22label%22%3A%22COPILOT%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22LEAD_ATTENDANT%22%2C%22label%22%3A%22LEAD_ATTENDANT%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22CABIN_ATTENDANT%22%2C%22label%22%3A%22CABIN_ATTENDANT%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%5D",,874077546531000,874077588479800,874078632496300
"c78eab40-d300-4edc-a295-3c22c8c0f9d5",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,874078680249700,874078681985200,874078682332800
"e8288138-8a54-4faa-a3e6-baae78e5cd62",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,874078685000200,874078686395700,874078686705600
"f6a746c8-b2e4-42fb-9c4d-9f585ecfafe4",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,874078689560900,874078690944300,874078691251800
"228b6568-2e03-4e0f-9d2b-a5c679cb4e5c",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,874078695088800,874078696713000,874078697235600
"ff08b6ab-1afb-49a0-96e9-fc9ca227b527",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,874078700510800,874078702124100,874078702532900
"888d0d08-4f5b-4880-8b01-6ec3a7ed8f16",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,874078705898000,874078707433300,874078707775100
"55ae555d-113e-4d93-9ee6-d30c5d48899c",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,874078710583200,874078711840700,874078712133300
"b6788f52-9f3f-442d-bb63-eb3e8dd8fdc9",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,874078714765100,874078715954300,874078716203900
"b4b4e47f-a265-4744-a780-3c0a94470e53",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,874078719234700,874078720562000,874078720886000
"5b3573c7-f1a0-4235-b21c-ee276544dba8",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,874078724082900,874078725492400,874078725795500
"e7103705-a8f9-4564-b0cd-116da6a59afe",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,874078728847300,874078730306000,874078730819000
"8413e80d-3d2b-4ef2-8fb5-a158ac052326",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,874078734140700,874078735607400,874078735944600
"9c658e30-6d2e-4082-b6b4-b7ecbe02b9de",GET,/images/banner.png,,,200,image/png,,,874078739025700,874078740867200,874078741289100
"6da9f6a5-49c3-43ff-96d4-dd35164c80f2",GET,/images/logo.png,,,200,image/png,,,874078759366800,874078760657800,874078760934400
"a5e92dfa-e0e8-4750-9fd1-fcdc46eaf7fa",GET,"/flight-crew-member/activity-log/list",masterId=470,,200,text/html;charset=utf-8,"description%5B3%5D=%E6%B4%9B%E4%BC%A6%C2%B7%E4%BC%8A%E6%99%AE%E6%A3%AE&version%5B1%5D=0&draftMode%5B2%5D=true&payload%5B1%5D=2022%2F03%2F12+10%3A00%7C%E6%B4%9B%E4%BC%A6%C2%B7%E4%BC%8A%E6%99%AE%E6%A3%AE&id%5B1%5D=530&registrationMoment%5B2%5D=2022%2F03%2F12+10%3A00&description%5B2%5D=Lorem+ipsum+dolor+sit+amet%2C+consectetur+adipiscing+elit.+Sed+do%3A+eiusmod+tempor+incididunt+ut+labore+et+dolore+magna+aliqua%21+Ut+enim+ad+minim+veniam%3F+Quis+nostrud+exercitation+ullamco+laboris+nisi+ut+aliquip+ex+ea+commodo+consequat.+Duis+aute+irure+dolor*&version%5B2%5D=0&draftMode%5B1%5D=true&payload%5B2%5D=2022%2F03%2F12+10%3A00%7CLorem+ipsum+dolor+sit+ame&id%5B0%5D=526&registrationMoment%5B3%5D=2022%2F03%2F12+10%3A00&version%5B3%5D=0&typeOfIncident%5B2%5D=Lorem+ipsum+dolor+sit+ame&severityLevel%5B2%5D=5&severityLevel%5B1%5D=5&payload%5B3%5D=2022%2F03%2F12+10%3A00%7CLorem+ipsum+dolor+sit+ame&registrationMoment%5B0%5D=2022%2F03%2F12+10%3A00&showCreate=true&typeOfIncident%5B3%5D=Lorem+ipsum+dolor+sit+ame&severityLevel%5B3%5D=5&draftMode%5B3%5D=true&registrationMoment%5B1%5D=2022%2F03%2F12+10%3A00&typeOfIncident%5B0%5D=Lorem+ipsum+dolor+sit+amet%2C+consectetur+adipiscin&typeOfIncident%5B1%5D=%E6%B4%9B%E4%BC%A6%C2%B7%E4%BC%8A%E6%99%AE%E6%A3%AE&severityLevel%5B0%5D=5&description%5B1%5D=Lorem+ipsum+dolor+sit+amet%2C+consectetur+adipiscing+elit.+Sed+do%3A+eiusmod+tempor+incididunt+ut+labore+et+dolore+magna+aliqua%21+Ut*&draftMode%5B0%5D=true&id%5B3%5D=540&description%5B0%5D=Lorem+ipsum+dolor+sit+amet%2C+consectetur+adipiscing+elit.+Sed+do%3A+eiusmod+tempor+incididunt+ut+labore+et+dolore+magna+aliqua%21+Ut*&masterId=470&payload%5B0%5D=2022%2F03%2F12+10%3A00%7CLorem+ipsum+dolor+sit+amet%2C+consectetur+adipiscin&service=739&version%5B0%5D=0&id%5B2%5D=537",,874078764169700,874078829032300,874079193832000
"0ca6fbc3-3546-4145-bfd2-e93dd1fea4db",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,874079230106100,874079231663500,874079232194000
"0bad8ab9-d85d-430a-8f93-d34579d7dc68",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,874079235673600,874079237218000,874079237775900
"d975c5bd-ebd4-4688-82cc-120fb6b8c34c",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,874079241169800,874079242593200,874079242928500
"086118ec-3c24-4d08-bfdd-f66ab6550e02",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,874079245970800,874079247447000,874079247954200
